pedido_id,codigo,descricao,quantidade,valor_unitario,total_item
24640076972,TAT-100x100-10-AZRY,Tatame EVA 100x100cm - 10mm Cor:Azul Royal,2,39.9,79.8
24640073402,TAT-50x50-20-LLBB,Tatame EVA 50x50cm – 20mm Cor:Lilás BB,3,21,63
24640073402,TAT-50x50-20-AMBB,Tatame EVA 50x50cm – 20mm Cor:Amarelo BB,2,21,42
24640073402,TAT-50x50-20-RSBB,Tatame EVA 50x50cm – 20mm Cor:Rosa BB,2,21,42
24640073402,TAT-50x50-20-AZBB,Tatame EVA 50x50cm – 20mm Cor:Azul BB,2,21,42
24640073402,TAT-50x50-20-VDBB,Tatame EVA 50x50cm – 20mm Cor:Verde BB,3,21,63
24640071513,TAT5050-10MM-K9,Kit 9 peças Tatame EVA 50x50cm - 10mm,1,90,90
24640070979,TAT5050-10MM-K12,Kit 12 peças Tatame EVA 50x50cm - 10mm,1,120,120
24640069995,TAT-100x100-20-RS,Tatame EVA 100x100cm - 20mm Cor:Rosa,1,79.9,79.9
24640069407,TAT5050-10MM-K9,Kit 9 peças Tatame EVA 50x50cm - 10mm,1,90,90
24640067571,TAT-50x50-15-AM,Tatame EVA 50x50cm – 15mm Cor:Amarelo,1,16.9,16.9
24640067571,TAT-50x50-15-PT,Tatame EVA 50x50cm – 15mm Cor:Preto,1,16.9,16.9
24640067571,TAT-50x50-15-VDCL,Tatame EVA 50x50cm – 15mm Cor:Verde Claro,1,16.9,16.9
24640067571,TAT-50x50-15-VR,Tatame EVA 50x50cm – 15mm Cor:Vermelho,1,16.9,16.9
24640067571,TAT-50x50-15-LJ,Tatame EVA 50x50cm – 15mm Cor:Laranja,1,16.9,16.9
24640067571,TAT-50x50-15-VDES,Tatame EVA 50x50cm – 15mm Cor:Verde Escuro,1,16.9,16.9
24640066744,TAT-50x50-20-AZCL,Tatame EVA 50x50cm – 20mm Cor:Azul Claro,9,21,189
24640066744,TAT-50x50-20-VDBB,Tatame EVA 50x50cm – 20mm Cor:Verde BB,9,21,189
24640063154,TAT-50x50-20-AZBB,Tatame EVA 50x50cm – 20mm Cor:Azul BB,1,21,21
24640063154,TAT-50x50-20-AM,Tatame EVA 50x50cm – 20mm Cor:Amarelo,1,21,21
24640063154,TAT-50x50-20-VDBB,Tatame EVA 50x50cm – 20mm Cor:Verde BB,1,21,21
24640063154,TAT-50x50-20-VR,Tatame EVA 50x50cm – 20mm Cor:Vermelho,1,21,21
24640063154,TAT-50x50-20-LJ,Tatame EVA 50x50cm – 20mm Cor:Laranja,1,21,21
24640063154,TAT-50x50-20-AZCL,Tatame EVA 50x50cm – 20mm Cor:Azul Claro,1,21,21
24640063154,TAT-50x50-20-VDES,Tatame EVA 50x50cm – 20mm Cor:Verde Escuro,1,21,21
24640063154,TAT-50x50-20-CZ,Tatame EVA 50x50cm – 20mm Cor:Cinza,1,21,21
24640063154,TAT-50x50-20-MR,Tatame EVA 50x50cm – 20mm Cor:Marron,1,21,21
24640063154,TAT-50x50-20-PL,Tatame EVA 50x50cm – 20mm Cor:Pele,1,21,21
24640063154,TAT-50x50-20-LLBB,Tatame EVA 50x50cm – 20mm Cor:Lilás BB,1,21,21
24640063154,TAT-50x50-20-AMBB,Tatame EVA 50x50cm – 20mm Cor:Amarelo BB,1,21,21
24640062676,TAT5050-10MM-K9,Kit 9 peças Tatame EVA 50x50cm - 10mm,1,90,90
24640062400,TAT5050-10MM-K9,Kit 9 peças Tatame EVA 50x50cm - 10mm,1,90,90
24640062035,TAT5050-10MM-K12,Kit 12 peças Tatame EVA 50x50cm - 10mm,1,120,120
24640061750,TAT-100x100-10-VR,Tatame EVA 100x100cm - 10mm Cor:Vermelho,1,39.9,39.9
24640059641,TAT-50x50-10-LBB,Tatame EVA 50x50cm – 10mm Cor:Lilás BB,1,11,11
24640059641,TAT-50x50-10-BRF,Tatame EVA 50x50cm – 10mm Cor:Rosa Flúor,1,11,11
24640059641,TAT-50x50-10-VM,Tatame EVA 50x50cm – 10mm Cor:Vermelho,1,11,11
24640059641,TAT-50x50-10-CN,Tatame EVA 50x50cm – 10mm Cor:Cenoura,1,11,11
24640056566,TAT5050-10MM-K9,Kit 9 peças Tatame EVA 50x50cm - 10mm,1,90,90
24640052960,TAT-50x50-10-RBB,Tatame EVA 50x50cm – 10mm Cor:Rosa BB,3,11,33
24640052960,TAT-50x50-10-LBB,Tatame EVA 50x50cm – 10mm Cor:Lilás BB,3,11,33
24640052960,TAT-50x50-10-VBB,Tatame EVA 50x50cm – 10mm Cor:Verde BB,3,11,33
24640052960,TAT-50x50-10-AZBB,Tatame EVA 50x50cm – 10mm Cor:Azul BB,3,11,33
24640052960,TAT-50x50-10-AMB,Tatame EVA 50x50cm – 10mm Cor:Amarelo BB,2,11,22
24639803478,TAT-50x50-15-PT,Tatame EVA 50x50cm – 15mm Cor:Preto,10,16.9,169.0
24639803478,TAT-50x50-15-CZ,Tatame EVA 50x50cm – 15mm Cor:Cinza,5,16.9,84.5
24639803478,TAT-50x50-15-MR,Tatame EVA 50x50cm – 15mm Cor:Marron,4,16.9,67.6
24639803478,TAT-50x50-15-VDBB,Tatame EVA 50x50cm – 15mm Cor:Verde BB,4,16.9,67.6
24639803478,TAT-50x50-15-AZBB,Tatame EVA 50x50cm – 15mm Cor:Azul BB,6,16.9,101.4
24639803478,TAT-50x50-15-LLBB,Tatame EVA 50x50cm – 15mm Cor:Lilás BB,4,16.9,67.6
24639803478,TAT-50x50-15-LL,Tatame EVA 50x50cm – 15mm Cor:Lilás,4,16.9,67.6
24639803478,TAT-50x50-15-RSBB,Tatame EVA 50x50cm – 15mm Cor:Rosa BB,5,16.9,84.5
24639803478,TAT-50x50-15-RS,Tatame EVA 50x50cm – 15mm Cor:Rosa,4,16.9,67.6
24639803478,TAT-50x50-15-VDCL,Tatame EVA 50x50cm – 15mm Cor:Verde Claro,6,16.9,101.4
24639803478,TAT-50x50-15-AM,Tatame EVA 50x50cm – 15mm Cor:Amarelo,4,16.9,67.6
24639803478,TAT-50x50-15-VR,Tatame EVA 50x50cm – 15mm Cor:Vermelho,8,16.9,135.2
24639803478,TAT-50x50-15-VDES,Tatame EVA 50x50cm – 15mm Cor:Verde Escuro,4,16.9,67.6
24639803478,TAT-50x50-15-LJ,Tatame EVA 50x50cm – 15mm Cor:Laranja,5,16.9,84.5
24639803478,TAT-50x50-15-AMBB,Tatame EVA 50x50cm – 15mm Cor:Amarelo BB,4,16.9,67.6
24639803478,TAT-50x50-15-PL,Tatame EVA 50x50cm – 15mm Cor:Pele,4,16.9,67.6
24639796798,TAT-50x50-20-LLBB,Tatame EVA 50x50cm – 20mm Cor:Lilás BB,4,21,84
24639796798,TAT-50x50-20-RSBB,Tatame EVA 50x50cm – 20mm Cor:Rosa BB,4,21,84
24639796798,TAT-50x50-20-VDBB,Tatame EVA 50x50cm – 20mm Cor:Verde BB,4,21,84
24639794689,TAT-50x50-10-VM,Tatame EVA 50x50cm – 10mm Cor:Vermelho,2,11,22
24639794689,TAT-50x50-10-BRF,Tatame EVA 50x50cm – 10mm Cor:Rosa Flúor,1,11,11
24639794689,TAT-50x50-10-RS,Tatame EVA 50x50cm – 10mm Cor:Rosa,1,11,11
24639794689,TAT-50x50-10-LBB,Tatame EVA 50x50cm – 10mm Cor:Lilás BB,1,11,11
24639794689,TAT-50x50-10-AM,Tatame EVA 50x50cm – 10mm Cor:Amarelo,1,11,11
24639793055,TAT-50x50-15-VDBB,Tatame EVA 50x50cm – 15mm Cor:Verde BB,3,16.9,50.7
24639793055,TAT-50x50-15-VDCL,Tatame EVA 50x50cm – 15mm Cor:Verde Claro,3,16.9,50.7
24639793055,TAT-50x50-15-CZ,Tatame EVA 50x50cm – 15mm Cor:Cinza,3,16.9,50.7
24639790285,TAT5050-10MM-K12,Kit 12 peças Tatame EVA 50x50cm - 10mm,1,120,120
24635941863,TAT-50x50-10-VM,Tatame EVA 50x50cm – 10mm Cor:Vermelho,16,11,176
24635941863,TAT-50x50-10-LL,Tatame EVA 50x50cm – 10mm Cor:Lilás,16,11,176
24635941863,TAT-50x50-10-VBB,Tatame EVA 50x50cm – 10mm Cor:Verde BB,16,11,176
24635941863,TAT-50x50-10-AZ,Tatame EVA 50x50cm – 10mm Cor:Azul,16,11,176
